"SPECIES","SITE_ID","estimate","std.error","urb_variable","Best_Model","urb_trend","WIn","HSI","FMo_Average","range.size","temp.mean","temp.max","temp.sd","genzname","code_urban","urban_names","bms_id","country_code","Country.Name"
"Aglais urticae","UKBMS.2644",0.0770149148539125,0.0680199533398281,"sum_2000m","exponential",0.00928005691507394,0.021,"0.707",7,1271,8.12,17.49,3.76,"J. Cool temperate and moist",11,"VERY LOW DENSITY RURAL","UKBMS","GBR","United Kingdom of Great Britain and Northern Ireland"
"Aglais urticae","UKBMS.2645",0.1307820385363,0.0499853790631094,"sum_2000m","exponential",0.00980564061519236,0.021,"0.707",7,1271,8.12,17.49,3.76,"J. Cool temperate and moist",11,"VERY LOW DENSITY RURAL","UKBMS","GBR","United Kingdom of Great Britain and Northern Ireland"
"Aglais urticae","UKBMS.2648",-0.0415094124805752,0.0244831764679636,"sum_2000m","exponential",0.00790333381904129,0.021,"0.707",7,1271,8.12,17.49,3.76,"J. Cool temperate and moist",12,"LOW DENSITY RURAL","UKBMS","GBR","United Kingdom of Great Britain and Northern Ireland"
"Aglais urticae","UKBMS.2649",-0.110791832269176,0.148778470947258,"sum_2000m","exponential",0.037593776940361,0.021,"0.707",7,1271,8.12,17.49,3.76,"J. Cool temperate and moist",21,"SUBURBAN OR PERI-URBAN","UKBMS","GBR","United Kingdom of Great Britain and Northern Ireland"
"Aglais urticae","UKBMS.2656",-0.0398046401396454,0.0460350512728096,"sum_2000m","exponential",0.00481689005158007,0.021,"0.707",7,1271,8.12,17.49,3.76,"J. Cool temperate and moist",30,"URBAN CENTRE","UKBMS","GBR","United Kingdom of Great Britain and Northern Ireland"
"Aglais urticae","UKBMS.2657",-0.0745982181431936,0.054520853534942,"sum_2000m","exponential",0.00426646563172484,0.021,"0.707",7,1271,8.12,17.49,3.76,"J. Cool temperate and moist",30,"URBAN CENTRE","UKBMS","GBR","United Kingdom of Great Britain and Northern Ireland"
"Aglais urticae","UKBMS.2665",-0.0224975377319548,0.0647696997872726,"sum_2000m","exponential",0.0165190826784937,0.021,"0.707",7,1271,8.12,17.49,3.76,"J. Cool temperate and moist",12,"LOW DENSITY RURAL","UKBMS","GBR","United Kingdom of Great Britain and Northern Ireland"
"Aglais urticae","UKBMS.2670",-0.241865839109813,0.0617671562192285,"sum_2000m","exponential",0.0526220797963894,0.021,"0.707",7,1271,8.12,17.49,3.76,"J. Cool temperate and moist",NA,NA,"UKBMS","GBR","United Kingdom of Great Britain and Northern Ireland"
"Aglais urticae","UKBMS.2671",0.00463655311865278,0.0630576394290472,"sum_2000m","exponential",0.0111294278455309,0.021,"0.707",7,1271,8.12,17.49,3.76,"J. Cool temperate and moist",11,"VERY LOW DENSITY RURAL","UKBMS","GBR","United Kingdom of Great Britain and Northern Ireland"
"Aglais urticae","UKBMS.2673",-0.1176503281182,0.0491791140220474,"sum_2000m","exponential",0.00935328474582171,0.021,"0.707",7,1271,8.12,17.49,3.76,"J. Cool temperate and moist",13,"RURAL CLUSTER GRID","UKBMS","GBR","United Kingdom of Great Britain and Northern Ireland"
"Aglais urticae","UKBMS.2677",-0.0595135745257027,0.0678848250509,"sum_2000m","exponential",0.00767798694747916,0.021,"0.707",7,1271,8.12,17.49,3.76,"J. Cool temperate and moist",30,"URBAN CENTRE","UKBMS","GBR","United Kingdom of Great Britain and Northern Ireland"
"Aglais urticae","UKBMS.2678",-0.0670332216797071,0.0488286783456243,"sum_2000m","exponential",0.00337793064404593,0.021,"0.707",7,1271,8.12,17.49,3.76,"J. Cool temperate and moist",30,"URBAN CENTRE","UKBMS","GBR","United Kingdom of Great Britain and Northern Ireland"
"Aglais urticae","UKBMS.2688",0.0366063465115271,0.0427681308430264,"sum_2000m","exponential",0.00687576389024377,0.021,"0.707",7,1271,8.12,17.49,3.76,"J. Cool temperate and moist",21,"SUBURBAN OR PERI-URBAN","UKBMS","GBR","United Kingdom of Great Britain and Northern Ireland"
"Aglais urticae","UKBMS.2691",0.110144132175108,0.139444115134803,"sum_2000m","exponential",0.0363334285980864,0.021,"0.707",7,1271,8.12,17.49,3.76,"J. Cool temperate and moist",12,"LOW DENSITY RURAL","UKBMS","GBR","United Kingdom of Great Britain and Northern Ireland"
"Aglais urticae","UKBMS.2698",-0.0896176245933967,0.0384586297120133,"sum_2000m","exponential",0.00601913712914575,0.021,"0.707",7,1271,8.12,17.49,3.76,"J. Cool temperate and moist",12,"LOW DENSITY RURAL","UKBMS","GBR","United Kingdom of Great Britain and Northern Ireland"
"Aglais urticae","UKBMS.2699",-0.0815969660829667,0.0622351492001414,"sum_2000m","exponential",0.016144332030762,0.021,"0.707",7,1271,8.12,17.49,3.76,"J. Cool temperate and moist",21,"SUBURBAN OR PERI-URBAN","UKBMS","GBR","United Kingdom of Great Britain and Northern Ireland"
"Aglais urticae","UKBMS.2936",-0.0270712077721067,0.0955318391003208,"sum_2000m","exponential",0.00528061177960103,0.021,"0.707",7,1271,8.12,17.49,3.76,"J. Cool temperate and moist",21,"SUBURBAN OR PERI-URBAN","UKBMS","GBR","United Kingdom of Great Britain and Northern Ireland"
"Aglais urticae","UKBMS.2938",-0.00863269507672867,0.0728936606553977,"sum_2000m","exponential",0.0301089208610113,0.021,"0.707",7,1271,8.12,17.49,3.76,"J. Cool temperate and moist",12,"LOW DENSITY RURAL","UKBMS","GBR","United Kingdom of Great Britain and Northern Ireland"
"Aglais urticae","UKBMS.2940",-0.0762962579319946,0.0611505191563687,"sum_2000m","exponential",0.00761032102555894,0.021,"0.707",7,1271,8.12,17.49,3.76,"J. Cool temperate and moist",23,"DENSE URBAN CLUSTER","UKBMS","GBR","United Kingdom of Great Britain and Northern Ireland"
"Aglais urticae","UKBMS.2941",0.170124752646413,0.0783305621981216,"sum_2000m","exponential",0.0159215866497924,0.021,"0.707",7,1271,8.12,17.49,3.76,"J. Cool temperate and moist",21,"SUBURBAN OR PERI-URBAN","UKBMS","GBR","United Kingdom of Great Britain and Northern Ireland"
"Aglais urticae","UKBMS.2945",-0.00759170500547189,0.0289664370695741,"sum_2000m","exponential",0.00877877932424663,0.021,"0.707",7,1271,8.12,17.49,3.76,"J. Cool temperate and moist",11,"VERY LOW DENSITY RURAL","UKBMS","GBR","United Kingdom of Great Britain and Northern Ireland"
"Aglais urticae","UKBMS.2946",0.202887265695853,0.402118646988355,"sum_2000m","exponential",0.0085769022525494,0.021,"0.707",7,1271,8.12,17.49,3.76,"J. Cool temperate and moist",11,"VERY LOW DENSITY RURAL","UKBMS","GBR","United Kingdom of Great Britain and Northern Ireland"
"Aglais urticae","UKBMS.2947",0.0635327561170406,0.0967536136969953,"sum_2000m","exponential",0.00796133882313557,0.021,"0.707",7,1271,8.12,17.49,3.76,"J. Cool temperate and moist",11,"VERY LOW DENSITY RURAL","UKBMS","GBR","United Kingdom of Great Britain and Northern Ireland"
"Aglais urticae","UKBMS.2953",0.0188069033917373,0.136456874471354,"sum_2000m","exponential",0.0105055261168876,0.021,"0.707",7,1271,8.12,17.49,3.76,"J. Cool temperate and moist",11,"VERY LOW DENSITY RURAL","UKBMS","GBR","United Kingdom of Great Britain and Northern Ireland"
"Aglais urticae","UKBMS.2954",0.0112129959477698,0.122221384155297,"sum_2000m","exponential",0.00773010820139319,0.021,"0.707",7,1271,8.12,17.49,3.76,"J. Cool temperate and moist",21,"SUBURBAN OR PERI-URBAN","UKBMS","GBR","United Kingdom of Great Britain and Northern Ireland"
"Aglais urticae","UKBMS.2956",0.0362251542982067,0.132932836513457,"sum_2000m","exponential",0.00380118612109978,0.021,"0.707",7,1271,8.12,17.49,3.76,"J. Cool temperate and moist",11,"VERY LOW DENSITY RURAL","UKBMS","GBR","United Kingdom of Great Britain and Northern Ireland"
"Aglais urticae","UKBMS.2969",0.266092632974913,0.0504872724360237,"sum_2000m","exponential",0.0175465511153184,0.021,"0.707",7,1271,8.12,17.49,3.76,"J. Cool temperate and moist",30,"URBAN CENTRE","UKBMS","GBR","United Kingdom of Great Britain and Northern Ireland"
"Aglais urticae","UKBMS.3436",-0.316165385639378,0.0812977961422903,"sum_2000m","exponential",0.00360250059104317,0.021,"0.707",7,1271,8.12,17.49,3.76,"J. Cool temperate and moist",11,"VERY LOW DENSITY RURAL","UKBMS","GBR","United Kingdom of Great Britain and Northern Ireland"
"Aglais urticae","UKBMS.3501",0.0155693998004427,0.127788927484124,"sum_2000m","exponential",0.0306725551190974,0.021,"0.707",7,1271,8.12,17.49,3.76,"J. Cool temperate and moist",11,"VERY LOW DENSITY RURAL","UKBMS","GBR","United Kingdom of Great Britain and Northern Ireland"
"Aglais urticae","UKBMS.3511",0.003575478621334,0.0847482929434328,"sum_2000m","exponential",0.0126212122316585,0.021,"0.707",7,1271,8.12,17.49,3.76,"J. Cool temperate and moist",11,"VERY LOW DENSITY RURAL","UKBMS","GBR","United Kingdom of Great Britain and Northern Ireland"
"Aglais urticae","UKBMS.3548",0.0551149750729302,0.186685758570556,"sum_2000m","exponential",0.00926720741163707,0.021,"0.707",7,1271,8.12,17.49,3.76,"J. Cool temperate and moist",11,"VERY LOW DENSITY RURAL","UKBMS","GBR","United Kingdom of Great Britain and Northern Ireland"
"Aglais urticae","UKBMS.3554",-0.140898926764446,0.1338675327953,"sum_2000m","exponential",0.0126379048148763,0.021,"0.707",7,1271,8.12,17.49,3.76,"J. Cool temperate and moist",11,"VERY LOW DENSITY RURAL","UKBMS","GBR","United Kingdom of Great Britain and Northern Ireland"
"Aglais urticae","UKBMS.3555",-0.186483692449708,0.122780773960706,"sum_2000m","exponential",0.00726205817486563,0.021,"0.707",7,1271,8.12,17.49,3.76,"J. Cool temperate and moist",11,"VERY LOW DENSITY RURAL","UKBMS","GBR","United Kingdom of Great Britain and Northern Ireland"
"Aglais urticae","UKBMS.3558",0.154430885754477,0.237612027011076,"sum_2000m","exponential",0.00581012874488063,0.021,"0.707",7,1271,8.12,17.49,3.76,"J. Cool temperate and moist",30,"URBAN CENTRE","UKBMS","GBR","United Kingdom of Great Britain and Northern Ireland"
"Aglais urticae","UKBMS.4200",-0.050135403213114,0.20893820825014,"sum_2000m","exponential",0.0133350562992647,0.021,"0.707",7,1271,8.12,17.49,3.76,"J. Cool temperate and moist",13,"RURAL CLUSTER GRID","UKBMS","GBR","United Kingdom of Great Britain and Northern Ireland"
"Aglais urticae","UKBMS.4203",0.0340639629613636,0.186597889410989,"sum_2000m","exponential",0.0184094897324659,0.021,"0.707",7,1271,8.12,17.49,3.76,"J. Cool temperate and moist",11,"VERY LOW DENSITY RURAL","UKBMS","GBR","United Kingdom of Great Britain and Northern Ireland"
"Aglais urticae","UKBMS.4210",-0.0172921006087003,0.150820850992681,"sum_2000m","exponential",0.0134263463769898,0.021,"0.707",7,1271,8.12,17.49,3.76,"J. Cool temperate and moist",30,"URBAN CENTRE","UKBMS","GBR","United Kingdom of Great Britain and Northern Ireland"
"Aglais urticae","UKBMS.4211",0.0713577385330252,0.387985020926313,"sum_2000m","exponential",0.0105280834883164,0.021,"0.707",7,1271,8.12,17.49,3.76,"J. Cool temperate and moist",30,"URBAN CENTRE","UKBMS","GBR","United Kingdom of Great Britain and Northern Ireland"
"Aglais urticae","UKBMS.4214",0.0366825563177565,0.0978780610179534,"sum_2000m","exponential",0.0161758735676937,0.021,"0.707",7,1271,8.12,17.49,3.76,"J. Cool temperate and moist",11,"VERY LOW DENSITY RURAL","UKBMS","GBR","United Kingdom of Great Britain and Northern Ireland"
"Aglais urticae","UKBMS.4221",-0.203235094638388,0.454879904131794,"sum_2000m","exponential",0.022742006107892,0.021,"0.707",7,1271,8.12,17.49,3.76,"J. Cool temperate and moist",21,"SUBURBAN OR PERI-URBAN","UKBMS","GBR","United Kingdom of Great Britain and Northern Ireland"
"Aglais urticae","UKBMS.4302",0.123358764723187,0.0586946324055176,"sum_2000m","exponential",0.0111218594341338,0.021,"0.707",7,1271,8.12,17.49,3.76,"K. Warm temperate and mesic",11,"VERY LOW DENSITY RURAL","UKBMS","GBR","United Kingdom of Great Britain and Northern Ireland"
"Aglais urticae","UKBMS.4305",0.0705801391957348,0.0524257062566403,"sum_2000m","exponential",0.00775656292542336,0.021,"0.707",7,1271,8.12,17.49,3.76,"K. Warm temperate and mesic",12,"LOW DENSITY RURAL","UKBMS","GBR","United Kingdom of Great Britain and Northern Ireland"
"Aglais urticae","UKBMS.4306",-0.044623071173132,0.0213683148850364,"sum_2000m","exponential",0.0160895040583564,0.021,"0.707",7,1271,8.12,17.49,3.76,"K. Warm temperate and mesic",12,"LOW DENSITY RURAL","UKBMS","GBR","United Kingdom of Great Britain and Northern Ireland"
"Aglais urticae","UKBMS.4315",-0.030307102488962,0.0183908770533136,"sum_2000m","exponential",0.0103833274915653,0.021,"0.707",7,1271,8.12,17.49,3.76,"K. Warm temperate and mesic",13,"RURAL CLUSTER GRID","UKBMS","GBR","United Kingdom of Great Britain and Northern Ireland"
"Aglais urticae","UKBMS.4322",0.0565997583742371,0.0276225697170038,"sum_2000m","exponential",0.00622428250841183,0.021,"0.707",7,1271,8.12,17.49,3.76,"K. Warm temperate and mesic",21,"SUBURBAN OR PERI-URBAN","UKBMS","GBR","United Kingdom of Great Britain and Northern Ireland"
"Aglais urticae","UKBMS.4332",-0.0233970028114918,0.088564529809159,"sum_2000m","exponential",0.0143172224894121,0.021,"0.707",7,1271,8.12,17.49,3.76,"K. Warm temperate and mesic",21,"SUBURBAN OR PERI-URBAN","UKBMS","GBR","United Kingdom of Great Britain and Northern Ireland"
"Aglais urticae","UKBMS.4333",-0.0759172861116108,0.0305206062110771,"sum_2000m","exponential",0.00536736291535304,0.021,"0.707",7,1271,8.12,17.49,3.76,"K. Warm temperate and mesic",23,"DENSE URBAN CLUSTER","UKBMS","GBR","United Kingdom of Great Britain and Northern Ireland"
"Aglais urticae","UKBMS.4334",-0.0190185745251307,0.105853029872879,"sum_2000m","exponential",0.0137336796943657,0.021,"0.707",7,1271,8.12,17.49,3.76,"K. Warm temperate and mesic",13,"RURAL CLUSTER GRID","UKBMS","GBR","United Kingdom of Great Britain and Northern Ireland"
"Aglais urticae","UKBMS.4335",-0.242514426295244,0.051932703874869,"sum_2000m","exponential",0.0075837366987506,0.021,"0.707",7,1271,8.12,17.49,3.76,"K. Warm temperate and mesic",21,"SUBURBAN OR PERI-URBAN","UKBMS","GBR","United Kingdom of Great Britain and Northern Ireland"
"Aglais urticae","UKBMS.4341",-0.238091386466585,0.180225943540955,"sum_2000m","exponential",0.0383716147871342,0.021,"0.707",7,1271,8.12,17.49,3.76,"K. Warm temperate and mesic",12,"LOW DENSITY RURAL","UKBMS","GBR","United Kingdom of Great Britain and Northern Ireland"
"Aglais urticae","UKBMS.55",-0.206829437220524,0.418147057453944,"sum_2000m","exponential",0.0141408158803871,0.021,"0.707",7,1271,8.12,17.49,3.76,"J. Cool temperate and moist",11,"VERY LOW DENSITY RURAL","UKBMS","GBR","United Kingdom of Great Britain and Northern Ireland"
"Aglais urticae","UKBMS.60",-0.0496654145384843,0.0289947581330411,"sum_2000m","exponential",0.00889752134337028,0.021,"0.707",7,1271,8.12,17.49,3.76,"J. Cool temperate and moist",NA,NA,"UKBMS","GBR","United Kingdom of Great Britain and Northern Ireland"
"Agriades optilete","FIBMS.107",0.031510244502457,0.0444504762601796,"sum_2000m","exponential",0.0174458328366747,-0.046,"0.218",3,NA,NA,NA,NA,"G. Cold and mesic",11,"VERY LOW DENSITY RURAL","FIBMS","FIN","Finland"
"Agriades optilete","FIBMS.246",0.0160225768317585,0.0469623508824565,"sum_2000m","exponential",0.0160892476731643,-0.046,"0.218",3,NA,NA,NA,NA,"G. Cold and mesic",11,"VERY LOW DENSITY RURAL","FIBMS","FIN","Finland"
"Agriades optilete","FIBMS.247",0.0640108993154665,0.172138145114469,"sum_2000m","exponential",0.0104778998611447,-0.046,"0.218",3,NA,NA,NA,NA,"G. Cold and mesic",11,"VERY LOW DENSITY RURAL","FIBMS","FIN","Finland"
"Agriades optilete","FIBMS.248",0.0178327624749115,0.186577459448535,"sum_2000m","exponential",0.0115330185428264,-0.046,"0.218",3,NA,NA,NA,NA,"G. Cold and mesic",11,"VERY LOW DENSITY RURAL","FIBMS","FIN","Finland"
"Agriades optilete","FIBMS.252",0.0702791970117907,0.117181667196338,"sum_2000m","exponential",0.00893664012799666,-0.046,"0.218",3,NA,NA,NA,NA,"G. Cold and mesic",12,"LOW DENSITY RURAL","FIBMS","FIN","Finland"
"Agriades optilete","FIBMS.255",-0.0278735781699418,0.0202036481275275,"sum_2000m","exponential",0.00764283895561483,-0.046,"0.218",3,NA,NA,NA,NA,"G. Cold and mesic",11,"VERY LOW DENSITY RURAL","FIBMS","FIN","Finland"
"Agriades optilete","FIBMS.257",-0.015137702695456,0.0961732298364564,"sum_2000m","exponential",0.0052927166453897,-0.046,"0.218",3,NA,NA,NA,NA,"G. Cold and mesic",11,"VERY LOW DENSITY RURAL","FIBMS","FIN","Finland"
"Agriades optilete","FIBMS.262",0.153538928153885,0.164201808277704,"sum_2000m","exponential",0.00731454641497375,-0.046,"0.218",3,NA,NA,NA,NA,"G. Cold and mesic",11,"VERY LOW DENSITY RURAL","FIBMS","FIN","Finland"
"Agriades optilete","FIBMS.266",-0.0376050264946778,0.0456525674110289,"sum_2000m","exponential",0.00457814305282547,-0.046,"0.218",3,NA,NA,NA,NA,"G. Cold and mesic",11,"VERY LOW DENSITY RURAL","FIBMS","FIN","Finland"
"Agriades optilete","FIBMS.284",0.00241338221689477,0.0327813268290967,"sum_2000m","exponential",0.00555361297290986,-0.046,"0.218",3,NA,NA,NA,NA,"G. Cold and mesic",11,"VERY LOW DENSITY RURAL","FIBMS","FIN","Finland"
"Agriades optilete","FIBMS.286",-0.0100226166500687,0.0422166574479966,"sum_2000m","exponential",0.00872181986580751,-0.046,"0.218",3,NA,NA,NA,NA,"G. Cold and mesic",11,"VERY LOW DENSITY RURAL","FIBMS","FIN","Finland"
"Agriades optilete","FIBMS.288",-0.132260632992181,0.0634621866219991,"sum_2000m","exponential",0.00821007677726193,-0.046,"0.218",3,NA,NA,NA,NA,"G. Cold and mesic",11,"VERY LOW DENSITY RURAL","FIBMS","FIN","Finland"
"Agriades optilete","FIBMS.292",-0.0407094795305869,0.262850904598019,"sum_2000m","exponential",0.00395296817658143,-0.046,"0.218",3,NA,NA,NA,NA,"G. Cold and mesic",11,"VERY LOW DENSITY RURAL","FIBMS","FIN","Finland"
"Agriades optilete","FIBMS.293",-0.00711752093109263,0.11739487913312,"sum_2000m","exponential",0.00403478375756047,-0.046,"0.218",3,NA,NA,NA,NA,"G. Cold and mesic",11,"VERY LOW DENSITY RURAL","FIBMS","FIN","Finland"
"Agriades optilete","FIBMS.294",0.0176132939585499,0.0590902705268977,"sum_2000m","exponential",0.00596854308191241,-0.046,"0.218",3,NA,NA,NA,NA,"G. Cold and mesic",11,"VERY LOW DENSITY RURAL","FIBMS","FIN","Finland"
"Agriades optilete","FIBMS.295",-0.0843700368714836,0.0477209936327735,"sum_2000m","exponential",0.00347607808685629,-0.046,"0.218",3,NA,NA,NA,NA,"G. Cold and mesic",11,"VERY LOW DENSITY RURAL","FIBMS","FIN","Finland"
"Agriades optilete","FIBMS.51",-0.089425167165087,0.0842935114015683,"sum_2000m","exponential",0.0139095411001972,-0.046,"0.218",3,NA,NA,NA,NA,"G. Cold and mesic",21,"SUBURBAN OR PERI-URBAN","FIBMS","FIN","Finland"
"Agriades optilete","FIBMS.57",0.0190093791415134,0.0512028517404925,"sum_2000m","exponential",0.00699718466774968,-0.046,"0.218",3,NA,NA,NA,NA,"G. Cold and mesic",12,"LOW DENSITY RURAL","FIBMS","FIN","Finland"
"Agriades optilete","FIBMS.58",-0.0234161767273549,0.133881977768585,"sum_2000m","exponential",0.00265322881830723,-0.046,"0.218",3,NA,NA,NA,NA,"G. Cold and mesic",11,"VERY LOW DENSITY RURAL","FIBMS","FIN","Finland"
"Agriades optilete","FIBMS.68",0.0488092561360172,0.370109508149911,"sum_2000m","exponential",0.00405246392649801,-0.046,"0.218",3,NA,NA,NA,NA,"G. Cold and mesic",11,"VERY LOW DENSITY RURAL","FIBMS","FIN","Finland"
"Agriades optilete","FIBMS.72",-0.0812681881335713,0.097488576921524,"sum_2000m","exponential",0.00462319013338344,-0.046,"0.218",3,NA,NA,NA,NA,"G. Cold and mesic",11,"VERY LOW DENSITY RURAL","FIBMS","FIN","Finland"
"Agriades optilete","FIBMS.74",-0.369633697542958,0.0782536923592118,"sum_2000m","exponential",0.00680736740789745,-0.046,"0.218",3,NA,NA,NA,NA,"G. Cold and mesic",11,"VERY LOW DENSITY RURAL","FIBMS","FIN","Finland"
"Agriades optilete","FIBMS.80",-0.0401782859100462,0.0438030990390545,"sum_2000m","exponential",0.00459225983709094,-0.046,"0.218",3,NA,NA,NA,NA,"G. Cold and mesic",11,"VERY LOW DENSITY RURAL","FIBMS","FIN","Finland"
"Agriades optilete","FIBMS.860",-0.0412795331841382,0.0356942189149004,"sum_2000m","exponential",0.00386109686403496,-0.046,"0.218",3,NA,NA,NA,NA,"G. Cold and mesic",11,"VERY LOW DENSITY RURAL","FIBMS","FIN","Finland"
"Anthocharis cardamines","DEBMS.103087",0.326554522081618,0.10161365829558,"sum_2000m","exponential",0.020591402997888,0.001,"0.101",4,1245,8.3,17.84,3.88,"H. Cool temperate and dry",21,"SUBURBAN OR PERI-URBAN","DEBMS","DEU","Germany"
"Anthocharis cardamines","DEBMS.14851",-0.166546126954019,0.0438271029717304,"sum_2000m","exponential",0.00973706907186293,0.001,"0.101",4,1245,8.3,17.84,3.88,"H. Cool temperate and dry",11,"VERY LOW DENSITY RURAL","DEBMS","DEU","Germany"
"Anthocharis cardamines","DEBMS.15013",-0.0897635896680963,0.0721029909302505,"sum_2000m","exponential",0.0169742387390308,0.001,"0.101",4,1245,8.3,17.84,3.88,"H. Cool temperate and dry",12,"LOW DENSITY RURAL","DEBMS","DEU","Germany"
"Anthocharis cardamines","DEBMS.15162",-0.243145167654048,0.0527364994874114,"sum_2000m","exponential",0.0296375978765724,0.001,"0.101",4,1245,8.3,17.84,3.88,"G. Cold and mesic",12,"LOW DENSITY RURAL","DEBMS","DEU","Germany"
"Anthocharis cardamines","DEBMS.15178",-0.116443242493853,0.137448987313934,"sum_2000m","exponential",0.0111737294505719,0.001,"0.101",4,1245,8.3,17.84,3.88,"H. Cool temperate and dry",21,"SUBURBAN OR PERI-URBAN","DEBMS","DEU","Germany"
"Anthocharis cardamines","DEBMS.17406",-0.0149889842714584,0.0763798693171086,"sum_2000m","exponential",0.0118065934658745,0.001,"0.101",4,1245,8.3,17.84,3.88,"H. Cool temperate and dry",21,"SUBURBAN OR PERI-URBAN","DEBMS","DEU","Germany"
"Anthocharis cardamines","DEBMS.21840",-0.271415418487351,0.124889436489572,"sum_2000m","exponential",0.0121535363284453,0.001,"0.101",4,1245,8.3,17.84,3.88,"H. Cool temperate and dry",12,"LOW DENSITY RURAL","DEBMS","DEU","Germany"
"Anthocharis cardamines","ES-CTBMS.10",0.0475520109325865,0.019051765311225,"sum_2000m","exponential",0.0214699058729576,0.001,"0.101",4,1245,8.3,17.84,3.88,"K. Warm temperate and mesic",12,"LOW DENSITY RURAL","ES-CTBMS","ESP","Spain"
"Anthocharis cardamines","ES-CTBMS.106",-0.081775893030604,0.0229977749696911,"sum_2000m","exponential",0.0243306401513971,0.001,"0.101",4,1245,8.3,17.84,3.88,"K. Warm temperate and mesic",12,"LOW DENSITY RURAL","ES-CTBMS","ESP","Spain"
"Anthocharis cardamines","ES-CTBMS.107",-0.0100167524477261,0.0159706684899382,"sum_2000m","exponential",0.00422160721042858,0.001,"0.101",4,1245,8.3,17.84,3.88,"K. Warm temperate and mesic",11,"VERY LOW DENSITY RURAL","ES-CTBMS","ESP","Spain"
"Anthocharis cardamines","ES-CTBMS.109",0.0353177515377382,0.0490401488609233,"sum_2000m","exponential",0.00709699957814595,0.001,"0.101",4,1245,8.3,17.84,3.88,"K. Warm temperate and mesic",11,"VERY LOW DENSITY RURAL","ES-CTBMS","ESP","Spain"
"Anthocharis cardamines","ES-CTBMS.11",0.0406217566818917,0.0306958915117928,"sum_2000m","exponential",0.00961607468091541,0.001,"0.101",4,1245,8.3,17.84,3.88,"K. Warm temperate and mesic",11,"VERY LOW DENSITY RURAL","ES-CTBMS","ESP","Spain"
"Anthocharis cardamines","ES-CTBMS.110",-0.165834238619094,0.071362529454652,"sum_2000m","exponential",0.0206925288020747,0.001,"0.101",4,1245,8.3,17.84,3.88,"K. Warm temperate and mesic",11,"VERY LOW DENSITY RURAL","ES-CTBMS","ESP","Spain"
"Anthocharis cardamines","ES-CTBMS.111",0.158318788926856,0.0452670587036257,"sum_2000m","exponential",0.0116110945592443,0.001,"0.101",4,1245,8.3,17.84,3.88,"K. Warm temperate and mesic",30,"URBAN CENTRE","ES-CTBMS","ESP","Spain"
"Anthocharis cardamines","ES-CTBMS.113",-0.0275218388378017,0.151587708764634,"sum_2000m","exponential",0.0150124337736537,0.001,"0.101",4,1245,8.3,17.84,3.88,"K. Warm temperate and mesic",11,"VERY LOW DENSITY RURAL","ES-CTBMS","ESP","Spain"
"Anthocharis cardamines","ES-CTBMS.114",-0.0772581394485811,0.0362830535914849,"sum_2000m","exponential",0.0250196546618126,0.001,"0.101",4,1245,8.3,17.84,3.88,"K. Warm temperate and mesic",11,"VERY LOW DENSITY RURAL","ES-CTBMS","ESP","Spain"
"Anthocharis cardamines","ES-CTBMS.115",-0.0657038632284448,0.185210756494529,"sum_2000m","exponential",0.0105145496051645,0.001,"0.101",4,1245,8.3,17.84,3.88,"K. Warm temperate and mesic",11,"VERY LOW DENSITY RURAL","ES-CTBMS","ESP","Spain"
"Anthocharis cardamines","ES-CTBMS.116",0.150375507097599,0.171446922828143,"sum_2000m","exponential",0.00603348176834206,0.001,"0.101",4,1245,8.3,17.84,3.88,"K. Warm temperate and mesic",11,"VERY LOW DENSITY RURAL","ES-CTBMS","ESP","Spain"
"Anthocharis cardamines","ES-CTBMS.117",0.0561769528559531,0.0271450519075387,"sum_2000m","exponential",0.0111804969570105,0.001,"0.101",4,1245,8.3,17.84,3.88,"G. Cold and mesic",11,"VERY LOW DENSITY RURAL","ES-CTBMS","ESP","Spain"
"Anthocharis cardamines","ES-CTBMS.12",0.00360897074846163,0.0103045258420345,"sum_2000m","exponential",0.0067000993502258,0.001,"0.101",4,1245,8.3,17.84,3.88,"J. Cool temperate and moist",11,"VERY LOW DENSITY RURAL","ES-CTBMS","ESP","Spain"
"Anthocharis cardamines","ES-CTBMS.123",0.128727490686974,0.0383199862450799,"sum_2000m","exponential",0.0101361453678545,0.001,"0.101",4,1245,8.3,17.84,3.88,"K. Warm temperate and mesic",11,"VERY LOW DENSITY RURAL","ES-CTBMS","ESP","Spain"
"Anthocharis cardamines","ES-CTBMS.127",0.191925795885878,0.289773703786093,"sum_2000m","exponential",0.00873645036233617,0.001,"0.101",4,1245,8.3,17.84,3.88,"K. Warm temperate and mesic",12,"LOW DENSITY RURAL","ES-CTBMS","ESP","Spain"
"Anthocharis cardamines","ES-CTBMS.128",-0.0409544483686789,0.0517087437614273,"sum_2000m","exponential",0.0187982301545478,0.001,"0.101",4,1245,8.3,17.84,3.88,"K. Warm temperate and mesic",11,"VERY LOW DENSITY RURAL","ES-CTBMS","ESP","Spain"
"Anthocharis cardamines","ES-CTBMS.129",-0.220398941321024,0.159251658609664,"sum_2000m","exponential",0.00421256410539885,0.001,"0.101",4,1245,8.3,17.84,3.88,"K. Warm temperate and mesic",30,"URBAN CENTRE","ES-CTBMS","ESP","Spain"
