"SPECIES","SITE_ID","bms_id","M_YEAR","TOTAL_NM","SINDEX","GEO_REGION","RCLIM","M_YEAR_scaled","SINDEX_scaled","code_urban","urban_names","country_code","Country.Name","urban_type","pop_ID","urb_variable","Best_Model","urb_trend","WIn","HSI","FMo_Average","range.size","temp.mean","temp.max","temp.sd"
"Callophrys rubi","FIBMS.107","FIBMS",2006,0.15486,6.5068158896444,"R4","G. Cold and mesic",-0.762174119616308,-0.425676811227366,11,"VERY LOW DENSITY RURAL","FIN","Finland","rural","Callophrys rubi_FIBMS.107","sum_2000m","exponential",0.0174458328366747,-0.047,0.033,6,1192,8.57,18.41,4.08
"Callophrys rubi","FIBMS.107","FIBMS",2002,0.68358,5.00287665407609,"R4","G. Cold and mesic",-1.33688287138941,-0.443974629714225,11,"VERY LOW DENSITY RURAL","FIN","Finland","rural","Callophrys rubi_FIBMS.107","sum_2000m","exponential",0.0174458328366747,-0.047,0.033,6,1192,8.57,18.41,4.08
"Callophrys rubi","FIBMS.107","FIBMS",2007,0.49417,14.1213926260655,"R4","G. Cold and mesic",-0.618496931673033,-0.333033345532658,11,"VERY LOW DENSITY RURAL","FIN","Finland","rural","Callophrys rubi_FIBMS.107","sum_2000m","exponential",0.0174458328366747,-0.047,0.033,6,1192,8.57,18.41,4.08
"Callophrys rubi","FIBMS.107","FIBMS",1999,0.46718,9.22134926782487,"R4","G. Cold and mesic",-1.76791443521924,-0.392650184980928,11,"VERY LOW DENSITY RURAL","FIN","Finland","rural","Callophrys rubi_FIBMS.107","sum_2000m","exponential",0.0174458328366747,-0.047,0.033,6,1192,8.57,18.41,4.08
"Callophrys rubi","FIBMS.107","FIBMS",2003,0.54678,0,"R4","G. Cold and mesic",-1.19320568344614,-0.504842600150438,11,"VERY LOW DENSITY RURAL","FIN","Finland","rural","Callophrys rubi_FIBMS.107","sum_2000m","exponential",0.0174458328366747,-0.047,0.033,6,1192,8.57,18.41,4.08
"Celastrina argiolus","ES-CTBMS.5","ES-CTBMS",1999,0.859800000000001,40.84874617043,"R1","K. Warm temperate and mesic",-1.76791443521924,-0.00785247903035842,11,"VERY LOW DENSITY RURAL","ESP","Spain","rural","Celastrina argiolus_ES-CTBMS.5","sum_2000m","exponential",0.0184415459487279,-0.039,0.02,7,1190,9.14,18.64,3.81
"Celastrina argiolus","ES-CTBMS.5","ES-CTBMS",2015,0.697719999999999,37.7786173026067,"R1","K. Warm temperate and mesic",0.530920571873172,-0.0452054913237513,11,"VERY LOW DENSITY RURAL","ESP","Spain","rural","Celastrina argiolus_ES-CTBMS.5","sum_2000m","exponential",0.0184415459487279,-0.039,0.02,7,1190,9.14,18.64,3.81
"Celastrina argiolus","ES-CTBMS.5","ES-CTBMS",2020,0.567010000000001,85.5025650769523,"R1","K. Warm temperate and mesic",1.24930651158955,0.53543241824004,11,"VERY LOW DENSITY RURAL","ESP","Spain","rural","Celastrina argiolus_ES-CTBMS.5","sum_2000m","exponential",0.0184415459487279,-0.039,0.02,7,1190,9.14,18.64,3.81
"Celastrina argiolus","ES-CTBMS.5","ES-CTBMS",1996,0.920659999999999,48.7036538102837,"R1","K. Warm temperate and mesic",-2.19894599904906,0.0877149952571109,11,"VERY LOW DENSITY RURAL","ESP","Spain","rural","Celastrina argiolus_ES-CTBMS.5","sum_2000m","exponential",0.0184415459487279,-0.039,0.02,7,1190,9.14,18.64,3.81
"Celastrina argiolus","ES-CTBMS.5","ES-CTBMS",2018,0.73722,81.9494323796669,"R1","K. Warm temperate and mesic",0.961952135702999,0.492202894322415,11,"VERY LOW DENSITY RURAL","ESP","Spain","rural","Celastrina argiolus_ES-CTBMS.5","sum_2000m","exponential",0.0184415459487279,-0.039,0.02,7,1190,9.14,18.64,3.81
"Celastrina argiolus","ES-CTBMS.5","ES-CTBMS",2006,0.72688,17.5003007864198,"R1","K. Warm temperate and mesic",-0.762174119616308,-0.291923540867864,11,"VERY LOW DENSITY RURAL","ESP","Spain","rural","Celastrina argiolus_ES-CTBMS.5","sum_2000m","exponential",0.0184415459487279,-0.039,0.02,7,1190,9.14,18.64,3.81
"Celastrina argiolus","ES-CTBMS.5","ES-CTBMS",2017,0.946029999999999,63.3185238341477,"R1","K. Warm temperate and mesic",0.818274947759723,0.265528189155638,11,"VERY LOW DENSITY RURAL","ESP","Spain","rural","Celastrina argiolus_ES-CTBMS.5","sum_2000m","exponential",0.0184415459487279,-0.039,0.02,7,1190,9.14,18.64,3.81
"Celastrina argiolus","ES-CTBMS.5","ES-CTBMS",2004,0.990490000000001,35.6531660011409,"R1","K. Warm temperate and mesic",-1.04952849550286,-0.0710649949506945,11,"VERY LOW DENSITY RURAL","ESP","Spain","rural","Celastrina argiolus_ES-CTBMS.5","sum_2000m","exponential",0.0184415459487279,-0.039,0.02,7,1190,9.14,18.64,3.81
"Celastrina argiolus","ES-CTBMS.5","ES-CTBMS",2021,0.924699999999999,32.8558286239979,"R1","K. Warm temperate and mesic",1.39298369953283,-0.105099063856496,11,"VERY LOW DENSITY RURAL","ESP","Spain","rural","Celastrina argiolus_ES-CTBMS.5","sum_2000m","exponential",0.0184415459487279,-0.039,0.02,7,1190,9.14,18.64,3.81
"Celastrina argiolus","ES-CTBMS.5","ES-CTBMS",2000,0.844030000000001,75.1825494093535,"R1","K. Warm temperate and mesic",-1.62423724727596,0.409872974745692,11,"VERY LOW DENSITY RURAL","ESP","Spain","rural","Celastrina argiolus_ES-CTBMS.5","sum_2000m","exponential",0.0184415459487279,-0.039,0.02,7,1190,9.14,18.64,3.81
"Celastrina argiolus","ES-CTBMS.5","ES-CTBMS",1994,0.92903,42.3788670716203,"R1","K. Warm temperate and mesic",-2.48630037493562,0.0107638811594537,11,"VERY LOW DENSITY RURAL","ESP","Spain","rural","Celastrina argiolus_ES-CTBMS.5","sum_2000m","exponential",0.0184415459487279,-0.039,0.02,7,1190,9.14,18.64,3.81
"Celastrina argiolus","ES-CTBMS.5","ES-CTBMS",2001,0.773099999999999,29.9715270493032,"R1","K. Warm temperate and mesic",-1.48056005933269,-0.140191190869982,11,"VERY LOW DENSITY RURAL","ESP","Spain","rural","Celastrina argiolus_ES-CTBMS.5","sum_2000m","exponential",0.0184415459487279,-0.039,0.02,7,1190,9.14,18.64,3.81
"Celastrina argiolus","ES-CTBMS.5","ES-CTBMS",1998,0.94333,49.4898335246238,"R1","K. Warm temperate and mesic",-1.91159162316251,0.0972801248652965,11,"VERY LOW DENSITY RURAL","ESP","Spain","rural","Celastrina argiolus_ES-CTBMS.5","sum_2000m","exponential",0.0184415459487279,-0.039,0.02,7,1190,9.14,18.64,3.81
"Celastrina argiolus","ES-CTBMS.5","ES-CTBMS",2019,0.980189999999999,35.8562165715481,"R1","K. Warm temperate and mesic",1.10562932364627,-0.0685945610441275,11,"VERY LOW DENSITY RURAL","ESP","Spain","rural","Celastrina argiolus_ES-CTBMS.5","sum_2000m","exponential",0.0184415459487279,-0.039,0.02,7,1190,9.14,18.64,3.81
"Celastrina argiolus","ES-CTBMS.5","ES-CTBMS",2008,0.853299999999999,40.0614998159336,"R1","K. Warm temperate and mesic",-0.474819743729757,-0.0174305860165584,11,"VERY LOW DENSITY RURAL","ESP","Spain","rural","Celastrina argiolus_ES-CTBMS.5","sum_2000m","exponential",0.0184415459487279,-0.039,0.02,7,1190,9.14,18.64,3.81
"Celastrina argiolus","ES-CTBMS.5","ES-CTBMS",2009,0.91222,13.2602545968883,"R1","K. Warm temperate and mesic",-0.331142555786481,-0.343510462544677,11,"VERY LOW DENSITY RURAL","ESP","Spain","rural","Celastrina argiolus_ES-CTBMS.5","sum_2000m","exponential",0.0184415459487279,-0.039,0.02,7,1190,9.14,18.64,3.81
"Celastrina argiolus","ES-CTBMS.5","ES-CTBMS",2014,0.858909999999999,142.65335235378,"R1","K. Warm temperate and mesic",0.387243383929897,1.230762859285,11,"VERY LOW DENSITY RURAL","ESP","Spain","rural","Celastrina argiolus_ES-CTBMS.5","sum_2000m","exponential",0.0184415459487279,-0.039,0.02,7,1190,9.14,18.64,3.81
"Celastrina argiolus","ES-CTBMS.5","ES-CTBMS",2011,0.976890000000001,29.1885580852306,"R1","K. Warm temperate and mesic",-0.0437881798999302,-0.149717256582358,11,"VERY LOW DENSITY RURAL","ESP","Spain","rural","Celastrina argiolus_ES-CTBMS.5","sum_2000m","exponential",0.0184415459487279,-0.039,0.02,7,1190,9.14,18.64,3.81
"Celastrina argiolus","ES-CTBMS.5","ES-CTBMS",2013,0.92088,53.7865748709122,"R1","K. Warm temperate and mesic",0.243566195986621,0.149556833511481,11,"VERY LOW DENSITY RURAL","ESP","Spain","rural","Celastrina argiolus_ES-CTBMS.5","sum_2000m","exponential",0.0184415459487279,-0.039,0.02,7,1190,9.14,18.64,3.81
"Celastrina argiolus","ES-CTBMS.5","ES-CTBMS",2012,0.82144,17.760504816231,"R1","K. Warm temperate and mesic",0.0998890080433454,-0.288757744009565,11,"VERY LOW DENSITY RURAL","ESP","Spain","rural","Celastrina argiolus_ES-CTBMS.5","sum_2000m","exponential",0.0184415459487279,-0.039,0.02,7,1190,9.14,18.64,3.81
"Celastrina argiolus","ES-CTBMS.5","ES-CTBMS",2007,0.698050000000001,78.6557840499749,"R1","K. Warm temperate and mesic",-0.618496931673033,0.452130411424873,11,"VERY LOW DENSITY RURAL","ESP","Spain","rural","Celastrina argiolus_ES-CTBMS.5","sum_2000m","exponential",0.0184415459487279,-0.039,0.02,7,1190,9.14,18.64,3.81
"Celastrina argiolus","ES-CTBMS.5","ES-CTBMS",2003,0.754839999999999,38.9170540841871,"R1","K. Warm temperate and mesic",-1.19320568344614,-0.0313545928994865,11,"VERY LOW DENSITY RURAL","ESP","Spain","rural","Celastrina argiolus_ES-CTBMS.5","sum_2000m","exponential",0.0184415459487279,-0.039,0.02,7,1190,9.14,18.64,3.81
"Celastrina argiolus","ES-CTBMS.5","ES-CTBMS",2016,0.8515,99.9715989775632,"R1","K. Warm temperate and mesic",0.674597759816448,0.711471283196943,11,"VERY LOW DENSITY RURAL","ESP","Spain","rural","Celastrina argiolus_ES-CTBMS.5","sum_2000m","exponential",0.0184415459487279,-0.039,0.02,7,1190,9.14,18.64,3.81
"Celastrina argiolus","ES-CTBMS.5","ES-CTBMS",2010,0.997610000000001,84.0103579829608,"R1","K. Warm temperate and mesic",-0.187465367843206,0.517277339959671,11,"VERY LOW DENSITY RURAL","ESP","Spain","rural","Celastrina argiolus_ES-CTBMS.5","sum_2000m","exponential",0.0184415459487279,-0.039,0.02,7,1190,9.14,18.64,3.81
"Celastrina argiolus","ES-CTBMS.5","ES-CTBMS",2005,0.91185,54.273795334582,"R1","K. Warm temperate and mesic",-0.905851307559584,0.155484647213306,11,"VERY LOW DENSITY RURAL","ESP","Spain","rural","Celastrina argiolus_ES-CTBMS.5","sum_2000m","exponential",0.0184415459487279,-0.039,0.02,7,1190,9.14,18.64,3.81
"Celastrina argiolus","ES-CTBMS.5","ES-CTBMS",1995,0.870749999999999,50.3742084052965,"R1","K. Warm temperate and mesic",-2.34262318699234,0.108039955221589,11,"VERY LOW DENSITY RURAL","ESP","Spain","rural","Celastrina argiolus_ES-CTBMS.5","sum_2000m","exponential",0.0184415459487279,-0.039,0.02,7,1190,9.14,18.64,3.81
"Celastrina argiolus","ES-CTBMS.5","ES-CTBMS",2002,0.69821,117.238737536129,"R1","K. Warm temperate and mesic",-1.33688287138941,0.921553552253978,11,"VERY LOW DENSITY RURAL","ESP","Spain","rural","Celastrina argiolus_ES-CTBMS.5","sum_2000m","exponential",0.0184415459487279,-0.039,0.02,7,1190,9.14,18.64,3.81
"Celastrina argiolus","ES-CTBMS.5","ES-CTBMS",1997,0.70195,38.1661732050333,"R1","K. Warm temperate and mesic",-2.05526881110579,-0.0404902559017341,11,"VERY LOW DENSITY RURAL","ESP","Spain","rural","Celastrina argiolus_ES-CTBMS.5","sum_2000m","exponential",0.0184415459487279,-0.039,0.02,7,1190,9.14,18.64,3.81
"Celastrina argiolus","ES-CTBMS.21","ES-CTBMS",2001,0.932619999999999,1.02737966815637,"R1","K. Warm temperate and mesic",-1.48056005933269,-0.492342888566072,21,"SUBURBAN OR PERI-URBAN","ESP","Spain","urban","Celastrina argiolus_ES-CTBMS.21","sum_2000m","exponential",0.0164471391968365,-0.039,0.02,7,1190,9.14,18.64,3.81
"Celastrina argiolus","ES-CTBMS.21","ES-CTBMS",1998,0.939199999999999,3.92599499435638,"R1","K. Warm temperate and mesic",-1.91159162316251,-0.457076611945531,21,"SUBURBAN OR PERI-URBAN","ESP","Spain","urban","Celastrina argiolus_ES-CTBMS.21","sum_2000m","exponential",0.0164471391968365,-0.039,0.02,7,1190,9.14,18.64,3.81
"Celastrina argiolus","ES-CTBMS.21","ES-CTBMS",2002,0.70944,8.26309700875888,"R1","K. Warm temperate and mesic",-1.33688287138941,-0.40430885142591,21,"SUBURBAN OR PERI-URBAN","ESP","Spain","urban","Celastrina argiolus_ES-CTBMS.21","sum_2000m","exponential",0.0164471391968365,-0.039,0.02,7,1190,9.14,18.64,3.81
"Celastrina argiolus","ES-CTBMS.21","ES-CTBMS",2003,0.799829999999999,3.12369845897543,"R1","K. Warm temperate and mesic",-1.19320568344614,-0.466837828376253,21,"SUBURBAN OR PERI-URBAN","ESP","Spain","urban","Celastrina argiolus_ES-CTBMS.21","sum_2000m","exponential",0.0164471391968365,-0.039,0.02,7,1190,9.14,18.64,3.81
"Celastrina argiolus","ES-CTBMS.21","ES-CTBMS",2000,0.877540000000001,0,"R1","K. Warm temperate and mesic",-1.62423724727596,-0.504842600150438,21,"SUBURBAN OR PERI-URBAN","ESP","Spain","urban","Celastrina argiolus_ES-CTBMS.21","sum_2000m","exponential",0.0164471391968365,-0.039,0.02,7,1190,9.14,18.64,3.81
"Celastrina argiolus","ES-CTBMS.21","ES-CTBMS",1997,0.949910000000001,4.01425058959306,"R1","K. Warm temperate and mesic",-2.05526881110579,-0.456002841926172,21,"SUBURBAN OR PERI-URBAN","ESP","Spain","urban","Celastrina argiolus_ES-CTBMS.21","sum_2000m","exponential",0.0164471391968365,-0.039,0.02,7,1190,9.14,18.64,3.81
"Celastrina argiolus","ES-CTBMS.21","ES-CTBMS",2021,0.92285,3.26779587168455,"R1","K. Warm temperate and mesic",1.39298369953283,-0.465084653620372,21,"SUBURBAN OR PERI-URBAN","ESP","Spain","urban","Celastrina argiolus_ES-CTBMS.21","sum_2000m","exponential",0.0164471391968365,-0.039,0.02,7,1190,9.14,18.64,3.81
"Celastrina argiolus","ES-CTBMS.21","ES-CTBMS",2009,0.81422,0,"R1","K. Warm temperate and mesic",-0.331142555786481,-0.504842600150438,21,"SUBURBAN OR PERI-URBAN","ESP","Spain","urban","Celastrina argiolus_ES-CTBMS.21","sum_2000m","exponential",0.0164471391968365,-0.039,0.02,7,1190,9.14,18.64,3.81
"Celastrina argiolus","ES-CTBMS.21","ES-CTBMS",2013,0.77279,0,"R1","K. Warm temperate and mesic",0.243566195986621,-0.504842600150438,21,"SUBURBAN OR PERI-URBAN","ESP","Spain","urban","Celastrina argiolus_ES-CTBMS.21","sum_2000m","exponential",0.0164471391968365,-0.039,0.02,7,1190,9.14,18.64,3.81
"Celastrina argiolus","ES-CTBMS.21","ES-CTBMS",2012,0.67279,0,"R1","K. Warm temperate and mesic",0.0998890080433454,-0.504842600150438,21,"SUBURBAN OR PERI-URBAN","ESP","Spain","urban","Celastrina argiolus_ES-CTBMS.21","sum_2000m","exponential",0.0164471391968365,-0.039,0.02,7,1190,9.14,18.64,3.81
"Celastrina argiolus","ES-CTBMS.21","ES-CTBMS",2018,0.67416,5.01693214599273,"R1","K. Warm temperate and mesic",0.961952135702999,-0.443803622246801,21,"SUBURBAN OR PERI-URBAN","ESP","Spain","urban","Celastrina argiolus_ES-CTBMS.21","sum_2000m","exponential",0.0164471391968365,-0.039,0.02,7,1190,9.14,18.64,3.81
"Celastrina argiolus","ES-CTBMS.21","ES-CTBMS",2007,0.788100000000001,32.6055182028738,"R1","K. Warm temperate and mesic",-0.618496931673033,-0.108144489192027,21,"SUBURBAN OR PERI-URBAN","ESP","Spain","urban","Celastrina argiolus_ES-CTBMS.21","sum_2000m","exponential",0.0164471391968365,-0.039,0.02,7,1190,9.14,18.64,3.81
"Celastrina argiolus","ES-CTBMS.21","ES-CTBMS",2008,0.82168,2.35427064695357,"R1","K. Warm temperate and mesic",-0.474819743729757,-0.476199144385671,21,"SUBURBAN OR PERI-URBAN","ESP","Spain","urban","Celastrina argiolus_ES-CTBMS.21","sum_2000m","exponential",0.0164471391968365,-0.039,0.02,7,1190,9.14,18.64,3.81
"Celastrina argiolus","ES-CTBMS.21","ES-CTBMS",2015,0.84739,2.24353581244041,"R1","K. Warm temperate and mesic",0.530920571873172,-0.47754641018882,21,"SUBURBAN OR PERI-URBAN","ESP","Spain","urban","Celastrina argiolus_ES-CTBMS.21","sum_2000m","exponential",0.0164471391968365,-0.039,0.02,7,1190,9.14,18.64,3.81
"Celastrina argiolus","ES-CTBMS.21","ES-CTBMS",2010,0.860140000000001,0,"R1","K. Warm temperate and mesic",-0.187465367843206,-0.504842600150438,21,"SUBURBAN OR PERI-URBAN","ESP","Spain","urban","Celastrina argiolus_ES-CTBMS.21","sum_2000m","exponential",0.0164471391968365,-0.039,0.02,7,1190,9.14,18.64,3.81
"Celastrina argiolus","ES-CTBMS.21","ES-CTBMS",2011,0.870840000000001,2.30824273480599,"R1","K. Warm temperate and mesic",-0.0437881798999302,-0.476759147317896,21,"SUBURBAN OR PERI-URBAN","ESP","Spain","urban","Celastrina argiolus_ES-CTBMS.21","sum_2000m","exponential",0.0164471391968365,-0.039,0.02,7,1190,9.14,18.64,3.81
"Celastrina argiolus","ES-CTBMS.21","ES-CTBMS",1996,0.75445,1.2721027859051,"R1","K. Warm temperate and mesic",-2.19894599904906,-0.489365441683777,21,"SUBURBAN OR PERI-URBAN","ESP","Spain","urban","Celastrina argiolus_ES-CTBMS.21","sum_2000m","exponential",0.0164471391968365,-0.039,0.02,7,1190,9.14,18.64,3.81
"Celastrina argiolus","ES-CTBMS.21","ES-CTBMS",2016,0.81752,4.55539358600583,"R1","K. Warm temperate and mesic",0.674597759816448,-0.449418974646419,21,"SUBURBAN OR PERI-URBAN","ESP","Spain","urban","Celastrina argiolus_ES-CTBMS.21","sum_2000m","exponential",0.0164471391968365,-0.039,0.02,7,1190,9.14,18.64,3.81
"Celastrina argiolus","ES-CTBMS.21","ES-CTBMS",1999,0.998970000000001,2.02032446410894,"R1","K. Warm temperate and mesic",-1.76791443521924,-0.480262132100572,21,"SUBURBAN OR PERI-URBAN","ESP","Spain","urban","Celastrina argiolus_ES-CTBMS.21","sum_2000m","exponential",0.0164471391968365,-0.039,0.02,7,1190,9.14,18.64,3.81
"Celastrina argiolus","ES-CTBMS.21","ES-CTBMS",2019,0.7205,1.09873206319907,"R1","K. Warm temperate and mesic",1.10562932364627,-0.491474772925349,21,"SUBURBAN OR PERI-URBAN","ESP","Spain","urban","Celastrina argiolus_ES-CTBMS.21","sum_2000m","exponential",0.0164471391968365,-0.039,0.02,7,1190,9.14,18.64,3.81
"Celastrina argiolus","ES-CTBMS.21","ES-CTBMS",2014,0.7522,3.79031952393587,"R1","K. Warm temperate and mesic",0.387243383929897,-0.458727320346616,21,"SUBURBAN OR PERI-URBAN","ESP","Spain","urban","Celastrina argiolus_ES-CTBMS.21","sum_2000m","exponential",0.0164471391968365,-0.039,0.02,7,1190,9.14,18.64,3.81
"Celastrina argiolus","ES-CTBMS.21","ES-CTBMS",2017,0.625349999999999,10.5395055800827,"R1","K. Warm temperate and mesic",0.818274947759723,-0.3766127119444,21,"SUBURBAN OR PERI-URBAN","ESP","Spain","urban","Celastrina argiolus_ES-CTBMS.21","sum_2000m","exponential",0.0164471391968365,-0.039,0.02,7,1190,9.14,18.64,3.81
"Celastrina argiolus","ES-CTBMS.21","ES-CTBMS",2006,0.875730000000001,0,"R1","K. Warm temperate and mesic",-0.762174119616308,-0.504842600150438,21,"SUBURBAN OR PERI-URBAN","ESP","Spain","urban","Celastrina argiolus_ES-CTBMS.21","sum_2000m","exponential",0.0164471391968365,-0.039,0.02,7,1190,9.14,18.64,3.81
"Celastrina argiolus","ES-CTBMS.21","ES-CTBMS",2005,0.750490000000001,15.5896796320836,"R1","K. Warm temperate and mesic",-0.905851307559584,-0.315169293257579,21,"SUBURBAN OR PERI-URBAN","ESP","Spain","urban","Celastrina argiolus_ES-CTBMS.21","sum_2000m","exponential",0.0164471391968365,-0.039,0.02,7,1190,9.14,18.64,3.81
"Celastrina argiolus","ES-CTBMS.21","ES-CTBMS",2004,0.868810000000001,1.10008580669292,"R1","K. Warm temperate and mesic",-1.04952849550286,-0.491458302477513,21,"SUBURBAN OR PERI-URBAN","ESP","Spain","urban","Celastrina argiolus_ES-CTBMS.21","sum_2000m","exponential",0.0164471391968365,-0.039,0.02,7,1190,9.14,18.64,3.81
"Charaxes jasius","ES-CTBMS.21","ES-CTBMS",2021,0.86426,4.65105462663659,"R1","K. Warm temperate and mesic",1.39298369953283,-0.448255105577557,21,"SUBURBAN OR PERI-URBAN","ESP","Spain","urban","Charaxes jasius_ES-CTBMS.21","sum_2000m","exponential",0.0164471391968365,0.148,0.102,6.5,127,14.77,18.41,1.96
"Charaxes jasius","ES-CTBMS.21","ES-CTBMS",2004,0.82396,89.7785865938732,"R1","K. Warm temperate and mesic",-1.04952849550286,0.587457037128953,21,"SUBURBAN OR PERI-URBAN","ESP","Spain","urban","Charaxes jasius_ES-CTBMS.21","sum_2000m","exponential",0.0164471391968365,0.148,0.102,6.5,127,14.77,18.41,1.96
"Charaxes jasius","ES-CTBMS.21","ES-CTBMS",2017,0.64095,24.6545680626869,"R1","K. Warm temperate and mesic",0.818274947759723,-0.204880473613788,21,"SUBURBAN OR PERI-URBAN","ESP","Spain","urban","Charaxes jasius_ES-CTBMS.21","sum_2000m","exponential",0.0164471391968365,0.148,0.102,6.5,127,14.77,18.41,1.96
"Charaxes jasius","ES-CTBMS.21","ES-CTBMS",2019,0.69889,13.8126316516454,"R1","K. Warm temperate and mesic",1.10562932364627,-0.336789915035035,21,"SUBURBAN OR PERI-URBAN","ESP","Spain","urban","Charaxes jasius_ES-CTBMS.21","sum_2000m","exponential",0.0164471391968365,0.148,0.102,6.5,127,14.77,18.41,1.96
"Charaxes jasius","ES-CTBMS.21","ES-CTBMS",1998,0.82308,78.4702432577541,"R1","K. Warm temperate and mesic",-1.91159162316251,0.449873011885269,21,"SUBURBAN OR PERI-URBAN","ESP","Spain","urban","Charaxes jasius_ES-CTBMS.21","sum_2000m","exponential",0.0164471391968365,0.148,0.102,6.5,127,14.77,18.41,1.96
"Charaxes jasius","ES-CTBMS.21","ES-CTBMS",2015,0.968800000000001,27.182120205376,"R1","K. Warm temperate and mesic",0.530920571873172,-0.174128772195797,21,"SUBURBAN OR PERI-URBAN","ESP","Spain","urban","Charaxes jasius_ES-CTBMS.21","sum_2000m","exponential",0.0164471391968365,0.148,0.102,6.5,127,14.77,18.41,1.96
"Charaxes jasius","ES-CTBMS.21","ES-CTBMS",2009,0.634389999999999,28.6396181384248,"R1","K. Warm temperate and mesic",-0.331142555786481,-0.156395986194093,21,"SUBURBAN OR PERI-URBAN","ESP","Spain","urban","Charaxes jasius_ES-CTBMS.21","sum_2000m","exponential",0.0164471391968365,0.148,0.102,6.5,127,14.77,18.41,1.96
"Charaxes jasius","ES-CTBMS.21","ES-CTBMS",1997,0.88993,63.1087363527358,"R1","K. Warm temperate and mesic",-2.05526881110579,0.26297578998624,21,"SUBURBAN OR PERI-URBAN","ESP","Spain","urban","Charaxes jasius_ES-CTBMS.21","sum_2000m","exponential",0.0164471391968365,0.148,0.102,6.5,127,14.77,18.41,1.96
"Charaxes jasius","ES-CTBMS.21","ES-CTBMS",2018,0.66881,37.713078895761,"R1","K. Warm temperate and mesic",0.961952135702999,-0.0460028705289871,21,"SUBURBAN OR PERI-URBAN","ESP","Spain","urban","Charaxes jasius_ES-CTBMS.21","sum_2000m","exponential",0.0164471391968365,0.148,0.102,6.5,127,14.77,18.41,1.96
"Charaxes jasius","ES-CTBMS.21","ES-CTBMS",1996,0.58991,12.1296661309397,"R1","K. Warm temperate and mesic",-2.19894599904906,-0.357265873696942,21,"SUBURBAN OR PERI-URBAN","ESP","Spain","urban","Charaxes jasius_ES-CTBMS.21","sum_2000m","exponential",0.0164471391968365,0.148,0.102,6.5,127,14.77,18.41,1.96
"Charaxes jasius","ES-CTBMS.21","ES-CTBMS",2010,0.901560000000001,19.2225061625093,"R1","K. Warm temperate and mesic",-0.187465367843206,-0.270970166806264,21,"SUBURBAN OR PERI-URBAN","ESP","Spain","urban","Charaxes jasius_ES-CTBMS.21","sum_2000m","exponential",0.0164471391968365,0.148,0.102,6.5,127,14.77,18.41,1.96
"Charaxes jasius","ES-CTBMS.21","ES-CTBMS",2007,0.7657,48.877647030072,"R1","K. Warm temperate and mesic",-0.618496931673033,0.0898319001681179,21,"SUBURBAN OR PERI-URBAN","ESP","Spain","urban","Charaxes jasius_ES-CTBMS.21","sum_2000m","exponential",0.0164471391968365,0.148,0.102,6.5,127,14.77,18.41,1.96
"Charaxes jasius","ES-CTBMS.21","ES-CTBMS",2003,0.914380000000001,24.6490193977066,"R1","K. Warm temperate and mesic",-1.19320568344614,-0.204947981969347,21,"SUBURBAN OR PERI-URBAN","ESP","Spain","urban","Charaxes jasius_ES-CTBMS.21","sum_2000m","exponential",0.0164471391968365,0.148,0.102,6.5,127,14.77,18.41,1.96
"Charaxes jasius","ES-CTBMS.21","ES-CTBMS",2011,0.92446,20.5783602296112,"R1","K. Warm temperate and mesic",-0.0437881798999302,-0.254474040481635,21,"SUBURBAN OR PERI-URBAN","ESP","Spain","urban","Charaxes jasius_ES-CTBMS.21","sum_2000m","exponential",0.0164471391968365,0.148,0.102,6.5,127,14.77,18.41,1.96
"Charaxes jasius","ES-CTBMS.21","ES-CTBMS",2016,0.80743,15.4645920321664,"R1","K. Warm temperate and mesic",0.674597759816448,-0.31669118333406,21,"SUBURBAN OR PERI-URBAN","ESP","Spain","urban","Charaxes jasius_ES-CTBMS.21","sum_2000m","exponential",0.0164471391968365,0.148,0.102,6.5,127,14.77,18.41,1.96
"Charaxes jasius","ES-CTBMS.21","ES-CTBMS",2012,0.71744,22.1452729908198,"R1","K. Warm temperate and mesic",0.0998890080433454,-0.235410048658518,21,"SUBURBAN OR PERI-URBAN","ESP","Spain","urban","Charaxes jasius_ES-CTBMS.21","sum_2000m","exponential",0.0164471391968365,0.148,0.102,6.5,127,14.77,18.41,1.96
"Charaxes jasius","ES-CTBMS.21","ES-CTBMS",2014,0.79794,17.7525297354873,"R1","K. Warm temperate and mesic",0.387243383929897,-0.288854773581249,21,"SUBURBAN OR PERI-URBAN","ESP","Spain","urban","Charaxes jasius_ES-CTBMS.21","sum_2000m","exponential",0.0164471391968365,0.148,0.102,6.5,127,14.77,18.41,1.96
"Charaxes jasius","ES-CTBMS.21","ES-CTBMS",2013,0.721790000000001,35.4759317975211,"R1","K. Warm temperate and mesic",0.243566195986621,-0.073221331597017,21,"SUBURBAN OR PERI-URBAN","ESP","Spain","urban","Charaxes jasius_ES-CTBMS.21","sum_2000m","exponential",0.0164471391968365,0.148,0.102,6.5,127,14.77,18.41,1.96
"Charaxes jasius","ES-CTBMS.21","ES-CTBMS",1999,0.98929,130.384685358507,"R1","K. Warm temperate and mesic",-1.76791443521924,1.08149496571189,21,"SUBURBAN OR PERI-URBAN","ESP","Spain","urban","Charaxes jasius_ES-CTBMS.21","sum_2000m","exponential",0.0164471391968365,0.148,0.102,6.5,127,14.77,18.41,1.96
